pop,0.062252424160049384
poprap,0.05359470371600638
rap,0.05023609365690266
contemporarycountry,0.029330031975401894
indiepoptimism,0.027955503096902208
modernrock,0.02699882389853448
southernhiphop,0.026531227886943738
calirap,0.02546881357514332
alternativerb,0.024267628435377955
countryroad,0.024223719079115545
hiphop,0.02384315643501932
moderncountryrock,0.01935593548619731
westcoasttrap,0.01733315166117538
country,0.01709266870198776
outlawcountry,0.016059432791262672
edm,0.015947561681408564
indiepop,0.014802408315043553
reddirt,0.014470861703638035
indierb,0.014297601121230824
electropop,0.014231818697321328
anthemworship,0.011848061962597823
electrohouse,0.01101145273877601
indiegaragerock,0.01060898684730374
countrypop,0.010208879345663722
undergroundhiphop,0.009944043494638784
texascountry,0.009835621673648088
ccm,0.009481280139683586
indiecoustica,0.007997760884498072
dancehall,0.007154568325593166
electronictrap,0.007114092876655493
reggaeton,0.006973492005628826
regionalmexicanpop,0.006918857599547116
soca,0.006496092450721779
brostep,0.00624771192661313
corrido,0.006218584924418836
detroittrap,0.006161390837280292
latin,0.005855876568132788
reggaetonflow,0.005765599587458231
tropical,0.005733322787447366
dancepop,0.005660504779894058
worship,0.0053495003024097015
indiefolk,0.005300680191286043
opm,0.005231555946445914
vaportrap,0.00517217176703273
hyphy,0.004930446125773349
artpop,0.004912948167887068
popedm,0.004893316490719292
worldworship,0.004533545767688269
jawaiian,0.004377594134842417
deeppoprb,0.004286163301542698
dominicanpop,0.004241163371356662
indiesoul,0.004188893722806659
folkpop,0.00378427654860184
classicsoul,0.0035674186181581685
lds,0.0034327600491032865
norteno,0.00331837863285653
arabpop,0.0032126226512302365
rb,0.003154962562338732
stompandholler,0.0030944301332843233
filmi,0.00306639404246875
polynesianpop,0.0030586536160239594
escaperoom,0.00303709218717957
regionalmexican,0.0030037529728241612
christianmusic,0.0029486002577982567
indietronica,0.002931232543256008
christianpop,0.0028700922406055826
pinoyindie,0.002827802452539568
urbancontemporary,0.002810806472017352
ldsyouth,0.0027393761551306145
latinhiphop,0.0027329271305394066
motown,0.0026970993428863887
alternativeemo,0.0024989942140141623
rootsamericana,0.002487948052296949
russiandancepop,0.002458125191719819
jewishpop,0.0024531858591327754
