,SCHOOL,GENRES,PLAYLIST_LINK
78,University of Arkansas,"['modernrock', 'outlawcountry', 'indiepoptimism', 'reddirt', 'texascountry', 'anthemworship', 'countryroad', 'indiecoustica', 'contemporarycountry', 'indiepop', 'poprap', 'stompandholler', 'country', 'ccm', 'pop', 'rap', 'moderncountryrock', 'worship', 'folkpop', 'southernhiphop', 'worldworship', 'christianpop', 'hiphop', 'indiefolk', 'indietronica', 'hopebeat', 'newamericana', 'edm', 'neomellow', 'vaportwitch', 'acousticpop', 'alternativerb', 'dancepop', 'deepccm', 'electronictrap', 'electropop', 'vaporsoul', 'christianmusic', 'countryrock', 'gangsterrap', 'indierb', 'traditionalcountry', 'brostep', 'chamberpop', 'christianalternativerock', 'christianuplift', 'countrygospel', 'countrypop', 'electrohouse', 'indieanthemfolk', 'undergroundhiphop', 'arkansasindie', 'atlhiphop', 'dirtysouthrap', 'indieelectropop', 'indierock', 'indierockism', 'modernsouthernrock', 'nashvilleindie', 'nashvillesound', 'popedm', 'poprock', 'postteenpop', 'rootsamericana', 'rootsworship', 'vaportrap']",https://embed.spotify.com/?uri=spotify:playlist:3fTnXIMcmbmEK8EQKMnoRi
79,The University of Texas Rio Grande Valley,"['norteno', 'grupera', 'banda', 'regionalmexican', 'tejano', 'regionalmexicanpop', 'pop', 'countryroad', 'cumbia', 'contemporarycountry', 'latin', 'moderncountryrock', 'reddirt', 'country', 'gruperasinmortales', 'outlawcountry', 'texmex', 'tropical', 'ranchera', 'reggaeton', 'corrido', 'indiegaragerock', 'latinhiphop', 'duranguense', 'latinpop', 'poprap', 'rap', 'reggaetonflow', 'texascountry', 'alternativerb', 'hiphop', 'indierb', 'bedroompop', 'anthemworship', 'ccm', 'christianmusic', 'dancepop', 'deepregionalmexican', 'worldworship', 'worship', 'chicanorap', 'christianalternativerock', 'colombianpop', 'countrypop', 'countryrock', 'escaperoom', 'gangsterrap', 'indiepop', 'latinworship', 'modernrock', 'southernhiphop', 'traditionalcountry', 'traplatino']",https://embed.spotify.com/?uri=spotify:playlist:26E6dvySlv0clIG0o6eHZ7
80,Georgia State University,"['rap', 'alternativerb', 'poprap', 'pop', 'southernhiphop', 'indierb', 'undergroundhiphop', 'vaportrap', 'hiphop', 'deeppoprb', 'indiesoul', 'rb', 'atlhiphop', 'urbancontemporary', 'melodicrap', 'atltrap', 'hippop', 'dancepop', 'escaperoom', 'gangsterrap', 'neosoul', 'trapsoul', 'electropop', 'trapqueen', 'artpop', 'dirtysouthrap', 'dmvrap', 'gospel', 'postteenpop', 'houstonrap', 'viraltrap']",https://embed.spotify.com/?uri=spotify:playlist:3Ta3LSE1SUU0eHwZALRpaE
81,University of Kentucky,"['contemporarycountry', 'countryroad', 'country', 'moderncountryrock', 'countrypop', 'poprap', 'pop', 'rap', 'indiepoptimism', 'hiphop', 'modernrock', 'southernhiphop', 'dancepop', 'indiepop', 'electropop', 'outlawcountry', 'reddirt', 'gangsterrap', 'undergroundhiphop', 'edm', 'indietronica', 'postteenpop', 'stompandholler', 'texascountry', 'dirtysouthrap', 'electrohouse', 'electronictrap', 'folkpop', 'indierb', 'indiecoustica', 'newamericana', 'vaportwitch', 'alternativerb', 'atlhiphop', 'brostep', 'hippop', 'indiefolk', 'indiepoprap', 'neomellow', 'popedm', 'redneck', 'tropicalhouse', 'urbancontemporary', 'vaporsoul', 'anthemworship', 'ccm', 'chicagorap', 'countrydawn', 'countryrock', 'deeppoprb', 'deepundergroundhiphop', 'heartlandrock', 'hopebeat', 'kentuckyindie', 'melodicrap', 'rb', 'rootsamericana', 'traditionalcountry', 'vaportrap', 'worldworship', 'worship']",https://embed.spotify.com/?uri=spotify:playlist:3zfDBHJDZmRDKl8ndkx3jF
82,Tarrant County College District,"['poprap', 'rap', 'southernhiphop', 'pop', 'hiphop', 'alternativerb', 'undergroundhiphop', 'gangsterrap', 'outlawcountry', 'reddirt', 'dirtysouthrap', 'indierb', 'texascountry', 'vaportrap', 'countryroad', 'moderncountryrock', 'contemporarycountry', 'indiegaragerock', 'regionalmexicanpop', 'country', 'houstonrap', 'corrido', 'deeppoprb', 'melodicrap', 'nortenosax', 'bedroompop', 'dancepop', 'deepnorteno', 'norteno', 'urbancontemporary', 'dfwrap', 'rb', 'atlhiphop', 'bedroomsoul', 'canadiancontemporaryrb', 'canadianpop', 'darktrap', 'deepsoutherntrap', 'duranguense', 'emorap', 'latinhiphop', 'banda', 'brostep', 'canadianhiphop', 'chicanorap', 'countryrock', 'crunk', 'cumbia', 'edm', 'electrohouse', 'electronictrap', 'grupera', 'gruperasinmortales', 'hippop', 'indiesoul', 'nchiphop', 'regionalmexican', 'tejano', 'torontorap', 'traditionalcountry', 'trapqueen', 'trapsoul']",https://embed.spotify.com/?uri=spotify:playlist:1SOh92uzBXGJU6xPgcaspS
83,Grand Valley State University,"['pop', 'contemporarycountry', 'indiepoptimism', 'countryroad', 'moderncountryrock', 'countrypop', 'country', 'electropop', 'modernrock', 'poprap', 'edm', 'electrohouse', 'indiepop', 'electronictrap', 'neomellow', 'brostep', 'dancepop', 'anthemworship', 'ccm', 'detroittrap', 'folkpop', 'indiecoustica', 'vaporsoul', 'worship', 'indiepoprap', 'indietronica', 'popedm', 'rap', 'tropicalhouse', 'vaportwitch', 'worldworship', 'hopebeat', 'indieelectropop', 'indierb', 'postteenpop', 'christianpop', 'deepundergroundhiphop', 'indiefolk', 'newamericana', 'stompandholler', 'undergroundhiphop', 'acousticpop', 'christianmusic', 'glitchhop', 'hiphop', 'michiganindie', 'poprock', 'southernhiphop', 'zapstep', 'basstrap', 'chamberpop', 'christianuplift', 'heartlandrock', 'indierock', 'laindie', 'livetronica', 'rootsworship', 'shimmerpop', 'westcoasttrap']",https://embed.spotify.com/?uri=spotify:playlist:1aPrGiQeHpRWhqS4bNUVRx
84,Brigham Young University-Idaho,"['lds', 'ldsyouth', 'newagepiano', 'acappella', 'christianacappella', 'christianrelaxative', 'newage', 'anthemworship', 'ccm', 'christianmusic', 'collegeacappella', 'indiecoustica', 'worship', 'americanchoir', 'channelpop', 'christianalternativerock', 'christianpop', 'classify', 'modernrock', 'neomellow', 'newamericana', 'slcindie', 'stompandholler', 'utahindie', 'viralpop']",https://embed.spotify.com/?uri=spotify:playlist:58I8D7zytbjUmLfofTNNN1
85,James Madison University,"['pop', 'poprap', 'rap', 'indiepoptimism', 'hiphop', 'southernhiphop', 'electropop', 'contemporarycountry', 'countryroad', 'dancepop', 'undergroundhiphop', 'country', 'edm', 'moderncountryrock', 'electrohouse', 'popedm', 'ccm', 'countrypop', 'worship', 'anthemworship', 'brostep', 'electronictrap', 'indiecoustica', 'modernrock', 'worldworship', 'indiepoprap', 'christianmusic', 'indiepop', 'tropicalhouse', 'christianalternativerock', 'christianpop', 'gangsterrap', 'indierb', 'postteenpop', 'stompandholler', 'vaportrap', 'alternativerb', 'atlhiphop', 'bigroom', 'folkpop', 'indiefolk', 'indietronica', 'vaporsoul', 'vaportwitch', 'chicagorap', 'christianuplift', 'deepnewamericana', 'deepundergroundhiphop', 'dirtysouthrap', 'indieelectropop', 'melodicrap', 'neomellow', 'newamericana', 'rootsworship', 'zapstep', 'alternativehiphop', 'basstrap', 'dmvrap', 'drill', 'hopebeat', 'house', 'indieanthemfolk', 'nchiphop', 'progressiveelectrohouse', 'progressivehouse', 'virginiaindie']",https://embed.spotify.com/?uri=spotify:playlist:6x3l1jFy0aQzXHU9fKHuw2
86,California State University-Sacramento,"['calirap', 'westcoasttrap', 'hyphy', 'pop', 'rap', 'poprap', 'southernhiphop', 'edm', 'electrohouse', 'hiphop', 'urbancontemporary', 'dancepop', 'deeppoprb', 'electronictrap', 'rb', 'brostep', 'gangsterrap', 'indierb', 'popedm', 'alternativerb', 'undergroundhiphop', 'westcoastrap', 'basstrap', 'hippop', 'vaportrap', 'zapstep', 'postteenpop', 'electropop', 'indiepoptimism', 'vaportwitch', 'bigroom', 'canadianelectronic', 'detroittrap', 'dirtysouthrap', 'melodicrap', 'neosoul', 'russiandancepop', 'russianhiphop', 'russianpop', 'trapqueen']",https://embed.spotify.com/?uri=spotify:playlist:5bJIYX9crVLyFSwTHaE5vh
87,Virginia Commonwealth University,"['alternativerb', 'pop', 'indierb', 'rap', 'indiegaragerock', 'modernrock', 'poprap', 'hiphop', 'escaperoom', 'indiepunk', 'undergroundhiphop', 'indiepop', 'indiesoul', 'alternativeemo', 'artpop', 'dancepop', 'indiefolk', 'dmvrap', 'vaportrap', 'anthememo', 'electropop', 'emo', 'folkpop', 'southernhiphop', 'deeppoprb', 'indierock', 'rb', 'urbancontemporary', 'bedroompop', 'bedroomsoul', 'indiepoptimism', 'indietronica', 'midwestemo', 'noisepop', 'stompandholler', 'folkpunk', 'hippop', 'smallroom', 'antifolk', 'chamberpop', 'chillwave', 'diyemo', 'freakfolk', 'gangsterrap', 'garagepsych', 'hyperpop', 'lofi', 'neosoul', 'newamericana', 'phillyindie', 'poppunk', 'postteenpop', 'atlhiphop', 'bostonindie', 'canadiancontemporaryrb', 'chicagorap', 'drill', 'houstonrap', 'melodicrap', 'neopsychedelic', 'newjerseyindie', 'rvaindie', 'trapqueen']",https://embed.spotify.com/?uri=spotify:playlist:1lZlCe2FtspL84ZDSOIJOS
88,George Mason University,"['poprap', 'rap', 'pop', 'hiphop', 'alternativerb', 'indierb', 'southernhiphop', 'undergroundhiphop', 'desipop', 'kpop', 'koreanrb', 'khop', 'kindie', 'atlhiphop', 'dancepop', 'deeppoprb', 'gangsterrap', 'arabpop', 'dmvrap', 'koreanpop', 'punjabipop', 'bedroompop', 'indiesoul', 'modernbollywood', 'modernrock', 'rb', 'urbancontemporary', 'vaportrap', 'edm', 'egyptianpop', 'electrohouse', 'escaperoom', 'filmi', 'lebanesepop', 'postteenpop', 'sufi', 'trapsoul', 'alternativeemo', 'bedroomsoul', 'brostep', 'dirtysouthrap', 'electronictrap', 'electropop', 'indiegaragerock', 'laindie', 'melodicrap', 'vpop', 'afghanpop', 'anthememo', 'artpop', 'bellydance', 'bhangra', 'broadway', 'canadiancontemporaryrb', 'canadianpop', 'emo', 'hippop', 'hollywood', 'indianfolk', 'indiepop', 'indiepunk', 'indierock', 'kpopboygroup', 'lgbtqhiphop', 'mahraganat', 'nepalipop', 'persianpop', 'poppunk', 'showtunes', 'trapqueen']",https://embed.spotify.com/?uri=spotify:playlist:5iA96iP8oOnQ9DWDdJavCi
89,University of Nevada-Las Vegas,"['pop', 'indierb', 'alternativerb', 'jawaiian', 'polynesianpop', 'poprap', 'rap', 'deeppoprb', 'edm', 'electrohouse', 'dancepop', 'hiphop', 'brostep', 'electronictrap', 'rb', 'urbancontemporary', 'undergroundhiphop', 'electropop', 'indiesoul', 'popedm', 'basstrap', 'hawaiian', 'zapstep', 'indiegaragerock', 'indiepoptimism', 'reggaerock', 'bedroomsoul', 'hippop', 'koreanrb', 'modernrock', 'postteenpop', 'vaportwitch', 'bedroompop', 'bigroom', 'calirap', 'escaperoom', 'indonesianpop', 'neosoul', 'southernhiphop', 'trapsoul', 'tropicalhouse', 'boyband', 'canadiancontemporaryrb', 'canadianelectronic', 'electra', 'filthstep', 'indiepop', 'khop', 'vaporsoul']",https://embed.spotify.com/?uri=spotify:playlist:3RTlfmoKhtd5TjF9D23lHM
90,University of Nebraska-Lincoln,"['contemporarycountry', 'countryroad', 'moderncountryrock', 'country', 'countrypop', 'outlawcountry', 'reddirt', 'poprap', 'texascountry', 'pop', 'indiepoptimism', 'indiepoprap', 'rap', 'deepundergroundhiphop', 'modernrock', 'dancepop', 'redneck', 'electropop', 'hiphop', 'anthemworship', 'ccm', 'countryrock', 'folkpop', 'indiepop', 'indierb', 'indiecoustica', 'worship', 'alternativerb', 'christianpop', 'neomellow', 'southernhiphop', 'traditionalcountry', 'undergroundhiphop', 'christianuplift', 'countrydawn', 'countrygospel', 'edm', 'hippop', 'indiefolk', 'indietronica', 'newamericana', 'postteenpop', 'rb', 'rootsworship', 'urbancontemporary', 'vaportwitch', 'worldworship']",https://embed.spotify.com/?uri=spotify:playlist:11drkwkKqHN26vaOKVlQOZ
91,University of Virginia-Main Campus,"['indiepoptimism', 'modernrock', 'pop', 'stompandholler', 'indiepop', 'indiefolk', 'electropop', 'folkpop', 'newamericana', 'poprap', 'indietronica', 'dancepop', 'edm', 'chamberpop', 'indiecoustica', 'vaporsoul', 'indierb', 'popedm', 'alternativerb', 'deepnewamericana', 'electrohouse', 'rap', 'tropicalhouse', 'hiphop', 'hopebeat', 'neomellow', 'anthemworship', 'ccm', 'vaportwitch', 'electronictrap', 'indieelectropop', 'indiepoprap', 'indierock', 'jamband', 'nycpop', 'shimmerpop', 'southernhiphop', 'undergroundhiphop', 'charlottesvilleindie', 'escaperoom', 'indiegaragerock', 'laindie', 'modernalternativerock', 'postteenpop', 'rock', 'worldworship', 'worship', 'artpop', 'australianhiphop', 'australianindie', 'bigroom', 'brostep', 'chicagorap', 'christianmusic', 'christianuplift', 'contemporarycountry', 'country', 'countryroad', 'deepccm', 'deepundergroundhiphop', 'freakfolk', 'indieanthemfolk', 'rootsrock']",https://embed.spotify.com/?uri=spotify:playlist:3Zcq68LdEI2J9bVm0yHC7m
92,California State University-Los Angeles,"['calirap', 'classicsoul', 'westcoasttrap', 'soul', 'corrido', 'pop', 'funk', 'indiegaragerock', 'rap', 'regionalmexicanpop', 'poprap', 'motown', 'hiphop', 'quietstorm', 'southernhiphop', 'southernsoul', 'urbancontemporary', 'dancepop', 'disco', 'latinhiphop', 'alternativerb', 'banda', 'chicanorap', 'norteno', 'rb', 'regionalmexican', 'deeppoprb', 'edm', 'electrohouse', 'gangsterrap', 'indierb', 'deepregionalmexican', 'duranguense', 'electronictrap', 'grupera', 'hippop', 'indiesurf', 'latin', 'popedm', 'tropical', 'undergroundhiphop', 'bedroompop', 'brostep', 'hyphy', 'modernrock', 'neopsychedelic', 'reggaeton', 'reggaetonflow', 'vaportrap', 'zapstep', 'brillbuildingpop', 'dirtysouthrap', 'doowop', 'gfunk', 'indiesoul', 'laindie', 'melodicrap', 'neosoul', 'phillysoul', 'postdisco', 'postteenpop', 'rhythmandblues', 'skamexicano', 'traplatino']",https://embed.spotify.com/?uri=spotify:playlist:6Ftath7MkCd7Jh1HFWnF1p
93,Valencia College,"['rap', 'poprap', 'hiphop', 'pop', 'southernhiphop', 'alternativerb', 'reggaeton', 'reggaetonflow', 'undergroundhiphop', 'kompa', 'deeppoprb', 'tropical', 'vaportrap', 'indierb', 'latin', 'urbancontemporary', 'rb', 'latinhiphop', 'traplatino', 'melodicrap', 'floridarap', 'dancepop', 'hippop', 'indiesoul', 'atlhiphop', 'escaperoom', 'rapkreyol', 'dancehall', 'dmvrap', 'gangsterrap', 'neosoul', 'progressiveposthardcore', 'soca', 'trapqueen', 'trapsoul', 'basshouse', 'brostep', 'canadianpop', 'dembow', 'dominicanpop', 'edm', 'electrohouse', 'electronictrap', 'gospel', 'indiefolk', 'lgbtqhiphop', 'modernrock', 'nchiphop', 'rapdominicano', 'raplatina', 'torontorap', 'zouk']",https://embed.spotify.com/?uri=spotify:playlist:1QhrGuCQtkcwvro9BmgxBh
94,University of California-Santa Cruz,"['indiegaragerock', 'alternativerb', 'indierb', 'indiesoul', 'calirap', 'modernrock', 'westcoasttrap', 'escaperoom', 'neopsychedelic', 'pop', 'rap', 'bedroompop', 'hiphop', 'poprap', 'undergroundhiphop', 'edm', 'electrohouse', 'hyphy', 'indiepop', 'popedm', 'artpop', 'electronictrap', 'indierock', 'indiesurf', 'brostep', 'electropop', 'indietronica', 'basstrap', 'bedroomsoul', 'chillwave', 'dmvrap', 'folkpop', 'indiefolk', 'indiepunk', 'laindie', 'vaporsoul', 'adultstandards', 'freakfolk', 'indiepoptimism', 'lgbtqhiphop', 'mellowgold', 'neosoul', 'noisepop', 'sandiegoindie', 'smallroom', 'softrock', 'trapqueen', 'vaportrap', 'vaportwitch', 'zapstep']",https://embed.spotify.com/?uri=spotify:playlist:3IS3Odmg0lh3NLuD2SPwmm
95,University of North Carolina at Charlotte,"['rap', 'poprap', 'southernhiphop', 'hiphop', 'undergroundhiphop', 'pop', 'vaportrap', 'melodicrap', 'atlhiphop', 'alternativerb', 'gangsterrap', 'indiepoptimism', 'modernrock', 'contemporarycountry', 'country', 'countryroad', 'moderncountryrock', 'dirtysouthrap', 'indiepop', 'brostep', 'countrypop', 'deeppoprb', 'edm', 'electrohouse', 'electronictrap', 'electropop', 'indierb', 'deepundergroundhiphop', 'indietronica', 'urbancontemporary', 'conscioushiphop', 'dancepop', 'darktrap', 'emorap', 'folkpop', 'indiecoustica', 'rb', 'vaporsoul', 'chicagorap', 'hopebeat', 'houstonrap', 'indiefolk', 'indierock', 'lgbtqhiphop', 'nchiphop', 'phillyrap', 'popedm', 'postteenpop', 'stompandholler', 'torontorap', 'trapsoul', 'tropicalhouse', 'vaportwitch']",https://embed.spotify.com/?uri=spotify:playlist:5l3mQQ8JgD1Dzpti04EcBm
96,The University of Texas at Arlington,"['pop', 'rap', 'poprap', 'alternativerb', 'hiphop', 'indierb', 'southernhiphop', 'reddirt', 'undergroundhiphop', 'outlawcountry', 'texascountry', 'edm', 'electrohouse', 'electronictrap', 'indiesoul', 'popedm', 'brostep', 'countryroad', 'deeppoprb', 'contemporarycountry', 'dancepop', 'electropop', 'moderncountryrock', 'country', 'urbancontemporary', 'vaportrap', 'rb', 'anthemworship', 'basstrap', 'bedroompop', 'bigroom', 'canadiancontemporaryrb', 'deepnorteno', 'gangsterrap', 'houstonrap', 'indiegaragerock', 'indiepoptimism', 'koreanrb', 'nortenosax', 'trapsoul', 'vpop', 'atlhiphop', 'canadianpop', 'ccm', 'chicagorap', 'christianpop', 'dfwrap', 'dirtysouthrap', 'indiecoustica', 'khop', 'kindie', 'kpop', 'koreanpop', 'melodicrap', 'progressiveelectrohouse', 'regionalmexicanpop', 'vaporsoul', 'worldworship', 'worship', 'zapstep', 'atltrap', 'bedroomsoul', 'canadianelectronic', 'christianuplift', 'corrido', 'deepbigroom', 'dmvrap', 'duranguense', 'hippop', 'hopebeat', 'modernrock', 'nepalipop', 'norteno', 'progressivehouse', 'rootsworship', 'torontorap', 'trapqueen', 'tropicalhouse', 'vaportwitch']",https://embed.spotify.com/?uri=spotify:playlist:7xSeCN5HmjGshtbSkeNJ2b
97,University of Oklahoma-Norman Campus,"['modernrock', 'indiepoptimism', 'reddirt', 'indiepop', 'outlawcountry', 'pop', 'texascountry', 'indiecoustica', 'anthemworship', 'ccm', 'worship', 'electropop', 'indietronica', 'poprap', 'rap', 'worldworship', 'hiphop', 'indiefolk', 'christianpop', 'contemporarycountry', 'countryroad', 'moderncountryrock', 'christianuplift', 'folkpop', 'southernhiphop', 'stompandholler', 'country', 'neomellow', 'undergroundhiphop', 'dancepop', 'deepccm', 'rootsworship', 'vaporsoul', 'chamberpop', 'christianmusic', 'edm', 'newamericana', 'acousticpop', 'alternativerb', 'atlhiphop', 'christianalternativerock', 'gangsterrap', 'hopebeat', 'indierock', 'vaportwitch', 'brostep', 'dirtysouthrap', 'electrohouse', 'electronictrap', 'indieanthemfolk', 'popedm', 'poprock', 'rock', 'ambientworship', 'artpop', 'boyband', 'broadway', 'chicagorap', 'christianindie', 'countrydawn', 'countrypop', 'dfwrap', 'escaperoom', 'heartlandrock', 'hollywood', 'indieelectropop', 'indiegaragerock', 'indierb', 'laindie', 'modernalternativerock', 'nycpop', 'pianorock', 'postteenpop', 'showtunes']",https://embed.spotify.com/?uri=spotify:playlist:1DxT6LV6JS5atSCuTmQSZj
98,Utah Valley University,"['lds', 'ldsyouth', 'indiepoptimism', 'modernrock', 'indiecoustica', 'pop', 'electropop', 'indiepop', 'dancepop', 'acappella', 'christianacappella', 'folkpop', 'hopebeat', 'indierb', 'indietronica', 'neomellow', 'newagepiano', 'poprap', 'stompandholler', 'utahindie', 'anthemworship', 'broadway', 'ccm', 'chamberpop', 'christianrelaxative', 'edm', 'indieelectropop', 'indiefolk', 'newage', 'popedm', 'showtunes', 'acousticpop', 'americanchoir', 'christianpop', 'classify', 'collegeacappella', 'electrohouse', 'hollywood', 'indiegaragerock', 'newamericana', 'pianorock', 'poprock', 'postteenpop', 'rap', 'slcindie', 'tropicalhouse', 'viralpop', 'worship']",https://embed.spotify.com/?uri=spotify:playlist:3mvscielt5JydWHdPwSlJy
99,Kent State University at Kent,"['pop', 'poprap', 'modernrock', 'indiepoptimism', 'indiepop', 'rap', 'alternativeemo', 'dancepop', 'emo', 'southernhiphop', 'anthememo', 'hiphop', 'contemporarycountry', 'countryroad', 'indiegaragerock', 'country', 'indiepunk', 'moderncountryrock', 'undergroundhiphop', 'countrypop', 'indietronica', 'postteenpop', 'electropop', 'indiepoprap', 'midwestemo', 'poppunk', 'folkpop', 'indiefolk', 'alternativerb', 'indierb', 'indierock', 'neomellow', 'stompandholler', 'urbancontemporary', 'atlhiphop', 'chicagorap', 'deeppoprb', 'deepundergroundhiphop', 'diyemo', 'gangsterrap', 'modernalternativerock', 'rb', 'alternativehiphop', 'artpop', 'broadway', 'brostep', 'chamberpop', 'dirtysouthrap', 'edm', 'electrohouse', 'electronictrap', 'hippop', 'indieelectropop', 'melodichardcore', 'melodicrap', 'neonpoppunk', 'newamericana', 'newjerseyindie', 'northcarolinaemo', 'popemo', 'poprock', 'showtunes', 'trapqueen', 'vaportrap']",https://embed.spotify.com/?uri=spotify:playlist:1FuM8Xap9GH83CV0CjA0dy
100,University of Delaware,"['pop', 'indiepoptimism', 'poprap', 'electropop', 'dancepop', 'edm', 'popedm', 'rap', 'hiphop', 'modernrock', 'electrohouse', 'southernhiphop', 'tropicalhouse', 'indiepop', 'undergroundhiphop', 'postteenpop', 'alternativerb', 'electronictrap', 'indietronica', 'bigroom', 'brostep', 'gangsterrap', 'indieelectropop', 'vaportwitch', 'indiepoprap', 'indierb', 'vaporsoul', 'melodicrap', 'progressiveelectrohouse', 'progressivehouse', 'atlhiphop', 'deepbigroom', 'dirtysouthrap', 'hopebeat', 'metropopolis', 'rock', 'vaportrap', 'basstrap', 'chicagorap', 'contemporarycountry', 'country', 'countryroad', 'deeptropicalhouse', 'deepundergroundhiphop', 'emo', 'indierock', 'laindie', 'neomellow', 'nycpop', 'viralpop']",https://embed.spotify.com/?uri=spotify:playlist:6MTEJEiy5564CkjyPPnYo7
101,Southern New Hampshire University,"['contemporarycountry', 'countryroad', 'moderncountryrock', 'country', 'countrypop', 'poppunk', 'emo', 'screamo', 'pop', 'poprap', 'rap', 'dancepop', 'hiphop', 'metalcore', 'urbancontemporary', 'gospel', 'neonpoppunk', 'postgrunge', 'rb', 'southernhiphop', 'alternativeemo', 'poprock', 'anthememo', 'deeppoprb', 'hippop', 'melodicmetalcore', 'modernrock', 'alternativemetal', 'countrydawn', 'numetal', 'pixie', 'popemo', 'postscreamo', 'raprock', 'alternativerb', 'easycore', 'gangsterrap', 'indierb', 'neosoul', 'newjackswing', 'postteenpop', 'praise', 'progressiveposthardcore', 'quietstorm', 'trapqueen', 'undergroundhiphop', 'brostep', 'christianhiphop', 'deeptalentshow', 'deepundergroundhiphop', 'dirtysouthrap', 'edm', 'electrohouse', 'escaperoom', 'groovemetal', 'heartlandrock', 'industrialmetal', 'melodichardcore', 'metallichardcore', 'neomellow', 'posthardcore', 'redneck', 'rock', 'sacramentoindie', 'socalpoppunk', 'vaportrap']",https://embed.spotify.com/?uri=spotify:playlist:7heGmoAtyl9iQ0MLmWeeXT
102,University of Kansas,"['indiepoptimism', 'pop', 'modernrock', 'poprap', 'indiepop', 'rap', 'hiphop', 'undergroundhiphop', 'electropop', 'indietronica', 'southernhiphop', 'vaporsoul', 'alternativerb', 'edm', 'indierb', 'indiegaragerock', 'stompandholler', 'vaportwitch', 'electrohouse', 'electronictrap', 'folkpop', 'indiefolk', 'indiecoustica', 'dancepop', 'popedm', 'brostep', 'chicagorap', 'contemporarycountry', 'country', 'countryroad', 'gangsterrap', 'laindie', 'moderncountryrock', 'tropicalhouse', 'anthemworship', 'atlhiphop', 'bedroompop', 'ccm', 'countrypop', 'dirtysouthrap', 'escaperoom', 'hopebeat', 'indiepoprap', 'indierock', 'kcindie', 'shimmerpop', 'worship', 'basstrap', 'chamberpop', 'christianuplift', 'conscioushiphop', 'deepundergroundhiphop', 'indieelectropop', 'lgbtqhiphop', 'neomellow', 'newamericana', 'postteenpop', 'rock', 'rootsrock', 'rootsworship', 'worldworship']",https://embed.spotify.com/?uri=spotify:playlist:1o4sNhMORT9pncNaUgFu6v
103,Cornell University,"['indiepoptimism', 'pop', 'modernrock', 'electropop', 'indiepop', 'edm', 'indietronica', 'poprap', 'alternativerb', 'dancepop', 'vaporsoul', 'popedm', 'electrohouse', 'indierb', 'hiphop', 'nycpop', 'tropicalhouse', 'undergroundhiphop', 'folkpop', 'indieelectropop', 'rap', 'indiefolk', 'indiesoul', 'indiecoustica', 'stompandholler', 'electronictrap', 'indierock', 'koreanrb', 'shimmerpop', 'vaportwitch', 'bigroom', 'chamberpop', 'khop', 'laindie', 'anthemworship', 'brostep', 'ccm', 'escaperoom', 'indiegaragerock', 'indiepoprap', 'kindie', 'retrosoul', 'worldworship', 'worship', 'alternativeemo', 'artpop', 'bedroompop', 'broadway', 'brooklynindie', 'chicagorap', 'chineseindie', 'christianalternativerock', 'christianmusic', 'christianpop', 'deepbigroom', 'hopebeat', 'indiepunk', 'kpop', 'koreanpop', 'neomellow', 'newamericana', 'postteenpop', 'progressiveelectrohouse', 'progressivehouse', 'southernhiphop']",https://embed.spotify.com/?uri=spotify:playlist:0gNX3Km0qVPmXt1S7zkCGD
104,Western Governors University,"['contemporarycountry', 'moderncountryrock', 'countryroad', 'country', 'countrypop', 'poppunk', 'screamo', 'emo', 'ccm', 'christianalternativerock', 'lds', 'worship', 'anthemworship', 'christianmusic', 'christianpop', 'metalcore', 'postgrunge', 'posthardcore', 'ldsyouth', 'modernrock', 'worldworship', 'dreamo', 'poprock', 'alternativemetal', 'christianrock', 'countryrock', 'neomellow', 'numetal', 'raprock', 'alternativeemo', 'bowpop', 'classify', 'countrydawn', 'neonpoppunk', 'pop', 'redneck', 'acappella', 'arkansascountry', 'christianacappella', 'dancepop', 'gospel', 'heartlandrock', 'hippop', 'indierock', 'melodicmetalcore', 'outlawcountry', 'popemo', 'rb', 'reddirt', 'traditionalcountry', 'trapqueen', 'urbancontemporary']",https://embed.spotify.com/?uri=spotify:playlist:0IQWZSoeTJZMY6NYRxmb5q
105,The University of Texas at Dallas,"['filmi', 'modernbollywood', 'desipop', 'sufi', 'koreanrb', 'punjabipop', 'khop', 'kindie', 'kpop', 'koreanpop', 'pop', 'edm', 'electrohouse', 'indiepoptimism', 'modernrock', 'brostep', 'electronictrap', 'indianfolk', 'popedm', 'indiepop', 'poprap', 'deepindianpop', 'indierb', 'rap', 'desihiphop', 'hiphop', 'undergroundhiphop', 'alternativerb', 'bedroompop', 'electropop', 'indiegaragerock', 'indietronica', 'tamilpop', 'basstrap', 'bhangra', 'bigroom', 'lofibeats', 'pakistanipop', 'zapstep', 'anthemworship', 'ccm', 'complextro', 'dancepop', 'escaperoom', 'hopebeat', 'indianindie', 'indiecoustica', 'kpopboygroup', 'laindie', 'lapop', 'noisepop', 'progressiveelectrohouse', 'rootsworship', 'tollywood', 'worldworship', 'worship']",https://embed.spotify.com/?uri=spotify:playlist:1eGsmcIZmeAVFOPXZHLgOs
