Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
2JsqQdMbBC2hh7GjsEjKFg,0.22214899999999999,0.07307530000000001,4.38,-25.78303,0.66,0.041801,0.92234,0.8998000000000002,0.11895699999999998,0.095634,92.38971,3.6,
2SoQc6bippmMyUTn1qditv,0.5254099999999999,0.6453899999999999,4.22,-9.240890000000002,0.72,0.08304299999999999,0.4681303,0.0666723984,0.28227299999999994,0.6951299999999999,119.71813999999999,3.55,
1KZMCWImik3vA17zVLJ3c3,0.213119,0.166708,5.39,-18.83644,0.56,0.03969,0.9667399999999999,0.21029810210000002,0.15256099999999995,0.144698,102.87562,3.69,
1i9zTcQqWUBTgIuCgxDW3S,0.4399400000000001,0.3484179999999999,5.05,-12.84006,0.71,0.055323,0.89628,0.85515,0.14185799999999998,0.396229,107.26951000000001,3.6,
0TcXdt4sbITbwCwwFbKYyd,0.7893100000000001,0.5181600000000001,5.14,-10.0196,0.53,0.133222,0.148951894,0.111601498,0.148528,0.73629,118.49993,4.0,
73BLB2ZMlXTieOIXEeOVDY,0.77595,0.640592,5.09,-8.64252,0.5,0.09227800000000004,0.0802227595,0.3183753887,0.21788000000000005,0.6762699999999999,132.73326999999998,3.99,
771SM1pTZn9UnCESjwHmmE,0.40192,0.6585909999999999,5.62,-8.145109999999999,0.45,0.04117,0.079881639,0.85706,0.182205,0.146869,123.27356999999998,3.82,
3sEVkAftmt4GT4hheDpDsC,0.50115,0.41017800000000015,5.47,-10.73504,0.39,0.033762999999999994,0.5350189999999999,0.0060523497000000035,0.17393499999999998,0.339723,119.25433999999996,3.76,
6VBe6cQvmjbByAhWav0Qbq,0.68338,0.85067,5.47,-5.285480000000001,0.95,0.054921000000000005,0.24909500000000004,0.0047263393,0.306861,0.8544200000000001,135.12409,3.95,
4CVeMaTHVqnDs13oYp0Hs6,0.36648200000000003,0.8663000000000001,5.69,-5.8510800000000005,0.56,0.08429500000000001,0.0290604247,0.463963188,0.244486,0.221259,127.79866000000001,3.87,
0wJXJueXiwCAA8EYPYZqOF,0.7118099999999998,0.7990200000000001,5.51,-7.328929999999998,0.69,0.07624100000000003,0.3836397,0.0092680446,0.15310400000000002,0.8549800000000001,136.30637000000002,4.0,
3kbzqWhOrhZFXME9PpL8dg,0.297003,0.7795000000000001,5.52,-6.97782,0.67,0.061468,0.034737404599999994,0.5424854361000001,0.227889,0.273409,117.77699,3.83,
0HphLqHgdLI5FsTHX3wCj3,0.69644,0.75626,5.48,-7.599760000000001,0.47,0.081127,0.23806484,0.0094912239,0.206943,0.7891200000000002,114.61425,3.91,
2PuF72PN1DvyJOZJSk5L9I,0.6293599999999999,0.6285799999999999,5.41,-6.20605,0.3,0.057202,0.38784179999999996,0.0002464654,0.17418,0.52337,124.52995,3.96,
52NjfVJ2mAEaeOorFvrGvk,0.53594,0.7851100000000001,5.3,-4.9828600000000005,0.82,0.063099,0.103908408,0.00016732000000000004,0.201192,0.5633,130.45186,3.97,
1KO29VXKVt1zMzch57JlRU,0.4729,0.63605,5.39,-8.128060000000001,0.58,0.054286,0.21649001899999995,0.2122633199,0.193297,0.4241670000000001,128.95042,3.9,
2TX3gfOXHHoHZiMLK0SVmq,0.6664305555555556,0.6790277777777778,5.4305555555555545,-8.707222222222223,0.7638888888888888,0.08639305555555556,0.4406570833333333,0.05745360736111111,0.16215555555555555,0.7328888888888889,112.48577777777778,3.875,
1JEkVeDauPlvYRDE6sOcGJ,0.5932525252525251,0.3719292929292929,4.262626262626263,-12.013545454545454,0.8585858585858586,0.06695555555555557,0.8964040404040402,0.2608174194949495,0.20223737373737372,0.7457676767676767,122.42433333333332,3.949494949494949,
1ulrJ0uK6zy2P4bruCmiZ4,0.4117,0.93272,4.84,-5.04143,0.66,0.104031,0.0096082799,0.2022149558,0.20916700000000002,0.319214,124.1681,3.89,
04ZPZ3SUOh8GvHakbwkkg1,0.68707,0.72383,5.75,-7.606810000000002,0.52,0.11931,0.24795310000000004,0.0295970589,0.15992099999999998,0.6830799999999999,119.29070999999998,4.05,
6B1R2NhaSBVDEuKRDqhjAo,0.4007020000000001,0.8973400000000001,5.52,-5.7279800000000005,0.61,0.09138000000000003,0.0034065060999999997,0.3046371908,0.250506,0.26314299999999996,130.83983999999998,3.92,
6oJ7aTA1gwk4WaPTB4l5oo,0.6868000000000001,0.5381499999999999,5.5,-8.205509999999999,0.39,0.12733899999999998,0.387179,0.0007677413999999999,0.14388399999999998,0.4781679999999999,120.08039,3.98,
4K8cqoXccxo7fPmBEqVKQm,0.60369,0.585174,5.8,-14.3857,0.51,0.06278299999999999,0.3235994071,0.88661,0.17110400000000006,0.28669399999999995,124.19401999999998,3.95,
27smuYGRZZl9q0BCwda8en,0.4816239999999999,0.4690530999999998,5.5,-15.702589999999999,0.5,0.095818,0.3925000074,0.6446109782,0.15448299999999998,0.26293500000000003,116.55295,3.79,
3RbRDy3iktE2Zf0AP6cCK3,0.46105,0.93335,4.32,-3.78451,0.92,0.096786,0.0183544016,0.016996203799999998,0.242843,0.5177649999999999,134.02773,4.0,
4xuMjOPD5nNuJqxDLtvAo7,0.39910999999999996,0.94523,5.69,-4.56691,0.51,0.12251500000000005,0.007899832399999999,0.1150194825,0.236173,0.238189,127.45296,3.93,
1F4wNx9h2luKTSc1Tvx6fv,0.23062600000000003,0.6668470000000001,5.43,-9.83813,0.47,0.07091,0.16156778569999994,0.7631502314,0.193214,0.08336600000000002,122.1365,3.82,
2jqAkE36tKTG48IdPF1917,0.21993300000000005,0.8671499999999999,5.67,-6.155949999999999,0.59,0.10794600000000004,0.0395784894,0.5782695720000001,0.204156,0.10951500000000003,131.821,3.85,
71kedeh6L7P0equUL0vOqe,0.41515,0.94704,5.34,-4.1114000000000015,0.47,0.114266,0.004803902400000001,0.0411384236,0.278102,0.277896,134.61123,3.94,
5HqaBtG1Clq1g28O0wKOAy,0.303767,0.8946900000000001,5.26,-5.969420000000001,0.6,0.083191,0.0034979551999999997,0.40698072450000006,0.196452,0.1913330000000001,127.11997,3.8,
6tPZbh64wYuxEKSynffYk2,0.2602716049382716,0.8365555555555553,5.333333333333333,-5.253185185185185,0.5185185185185185,0.09643086419753087,0.026937193580246918,0.5158484507407407,0.23829753086419755,0.1694950617283951,126.51139506172841,3.8395061728395055,
2n39wrdsYsdsEUrzMRYVdo,0.45297,0.8826599999999999,4.89,-4.806380000000001,0.82,0.07865,0.0117132544,0.032743873699999995,0.21934299999999998,0.492656,131.17856,3.96,
4P9bwV4vyjup4LWUj2iMUc,0.190651,0.8908099999999999,5.14,-6.3427500000000006,0.66,0.09641000000000002,0.030895902800000007,0.5962345480000001,0.195434,0.112203,129.26262,3.83,
6KCEBhb5eYhZfJQQBL6W3Q,0.4492,0.8507899999999999,5.61,-5.08805,0.55,0.057619000000000004,0.0205852855,0.0244966373,0.17314999999999994,0.4258409999999999,136.71325000000002,3.97,
39v3x0pnnnKizjsCpvwd0p,0.34352200000000005,0.9585299999999999,4.81,-5.023409999999998,0.68,0.13409000000000001,0.000823395,0.4199452374,0.245116,0.15111600000000006,124.38692999999998,3.81,
4FlcRYTkhAqOWkQi9C4dss,0.17851499999999998,0.1137841,4.61,-23.19154,0.53,0.044123,0.98207,0.17029287699999998,0.122699,0.098216,98.65204,3.63,
2v7uYvX2h5hNSukaqp9LCb,0.5654699999999999,0.7475700000000001,5.38,-7.721980000000001,0.6,0.07113200000000001,0.09079174599999999,0.1799986842,0.22777060000000002,0.606306,122.99102,3.96,
5oqAgQxfCjjD5ejU76a8V3,0.53354,0.528315,5.3,-9.45482,0.58,0.043813,0.32825933,0.19151984250000006,0.15931499999999998,0.34760500000000005,118.8795,3.95,
5kDzf9eWk24U16EBkTDdpb,0.70298,0.7803899999999999,5.63,-5.43064,0.43,0.063933,0.06364531000000001,0.1312505098,0.189072,0.524042,122.92481999999998,4.0,
05zx5BP5cdqnZrDWA6GE70,0.27109999999999995,0.8975499999999998,5.57,-8.018749999999999,0.69,0.102926,0.0094966792,0.609969932,0.19398700000000005,0.242124,122.53178,3.94,
0gesCL9ngS2rsRN9fFyt6U,0.61051,0.67592,4.86,-8.345170000000001,0.56,0.136932,0.209139949,0.2925689755,0.21291500000000002,0.3856570000000001,115.05525000000004,3.98,
1ODuLWN9mBdclo37ZgYUz1,0.5668300000000001,0.3719460000000001,5.88,-11.060189999999999,0.95,0.048295,0.8873040000000001,0.6944597427999999,0.15108999999999995,0.6897570000000001,120.45568000000002,3.9,
2MQ2XXBKBPGbwLxkqvBLxn,0.6448299999999999,0.56789,5.21,-8.437059999999999,0.64,0.07864199999999999,0.29665210000000003,0.0369388785,0.170154,0.5161439999999999,121.10185,3.89,
0NpqTKn410dMNKF5PV7I6r,0.60574,0.7275199999999998,4.79,-8.50425,0.68,0.101287,0.314813869,0.26001127710000005,0.17510899999999996,0.7301100000000001,113.80250999999998,3.95,
